date,state,parlimen,income_mean,income_median
2022-01-01,Sabah,P.176 Kimanis,4433,3545
2024-01-01,Sabah,P.176 Kimanis,5117,3268
2019-01-01,Sabah,P.177 Beaufort,4444,3260
2022-01-01,Sabah,P.177 Beaufort,4519,3718
2024-01-01,Sabah,P.177 Beaufort,5338,4070
2019-01-01,Sabah,P.178 Sipitang,5148,3944
2022-01-01,Sabah,P.178 Sipitang,5474,4278
2024-01-01,Sabah,P.178 Sipitang,4980,4202
2019-01-01,Sabah,P.179 Ranau,4669,3519
2022-01-01,Sabah,P.179 Ranau,5270,4058
2024-01-01,Sabah,P.179 Ranau,5330,3470
2019-01-01,Sabah,P.180 Keningau,5550,4150
2022-01-01,Sabah,P.180 Keningau,5947,4445
2024-01-01,Sabah,P.180 Keningau,5982,4888
2019-01-01,Sabah,P.181 Tenom,4734,3525
2022-01-01,Sabah,P.181 Tenom,5278,4136
2024-01-01,Sabah,P.181 Tenom,5410,4161
2019-01-01,Sabah,P.182 Pensiangan,4359,3636
2022-01-01,Sabah,P.182 Pensiangan,5263,4164
2024-01-01,Sabah,P.182 Pensiangan,5508,4377
2019-01-01,Sabah,P.183 Beluran,4169,2848
2022-01-01,Sabah,P.183 Beluran,4603,3372
2024-01-01,Sabah,P.183 Beluran,4959,4489
2019-01-01,Sabah,P.184 Libaran,5616,4704
2022-01-01,Sabah,P.184 Libaran,5584,4654
2024-01-01,Sabah,P.184 Libaran,6715,5534
2019-01-01,Sabah,P.185 Batu Sapi,6426,5017
2022-01-01,Sabah,P.185 Batu Sapi,6322,4850
2024-01-01,Sabah,P.185 Batu Sapi,7102,5652
2019-01-01,Sabah,P.186 Sandakan,6963,5191
2022-01-01,Sabah,P.186 Sandakan,6742,5237
2024-01-01,Sabah,P.186 Sandakan,6577,5080
2019-01-01,Sabah,P.187 Kinabatangan,4310,2973
2022-01-01,Sabah,P.187 Kinabatangan,4924,3566
2024-01-01,Sabah,P.187 Kinabatangan,4855,4151
2019-01-01,Sabah,P.188 Lahad Datu,5644,4075
2022-01-01,Sabah,P.188 Lahad Datu,5969,4478
2024-01-01,Sabah,P.188 Lahad Datu,6565,5312
2019-01-01,Sabah,P.189 Semporna,5933,3542
2022-01-01,Sabah,P.189 Semporna,5098,4093
2024-01-01,Sabah,P.189 Semporna,5604,4059
2019-01-01,Sabah,P.190 Tawau,6202,4494
2022-01-01,Sabah,P.190 Tawau,6552,4892
2024-01-01,Sabah,P.190 Tawau,6894,5002
2019-01-01,Sabah,P.191 Kalabakan,6222,4265
2022-01-01,Sabah,P.191 Kalabakan,5873,4475
2024-01-01,Sabah,P.191 Kalabakan,6306,4650
2019-01-01,Sarawak,P.192 Mas Gading,4857,3843
2022-01-01,Sarawak,P.192 Mas Gading,4998,4230
2024-01-01,Sarawak,P.192 Mas Gading,5003,4000
2019-01-01,Sarawak,P.193 Santubong,5784,4801
2022-01-01,Sarawak,P.193 Santubong,6290,5439
2024-01-01,Sarawak,P.193 Santubong,7051,5957
2019-01-01,Sarawak,P.194 Petra Jaya,7665,6336
2022-01-01,Sarawak,P.194 Petra Jaya,8108,6177
2024-01-01,Sarawak,P.194 Petra Jaya,8759,7196
2019-01-01,Sarawak,P.195 Bandar Kuching,7712,5473
2022-01-01,Sarawak,P.195 Bandar Kuching,7935,5710
2024-01-01,Sarawak,P.195 Bandar Kuching,8058,6212
2019-01-01,Sarawak,P.196 Stampin,7765,6089
2022-01-01,Sarawak,P.196 Stampin,7781,6289
2024-01-01,Sarawak,P.196 Stampin,8231,6945
2019-01-01,Sarawak,P.197 Kota Samarahan,6406,5281
2022-01-01,Sarawak,P.197 Kota Samarahan,6715,5587
2024-01-01,Sarawak,P.197 Kota Samarahan,7894,6614
2019-01-01,Sarawak,P.198 Puncak Borneo,4920,3780
2022-01-01,Sarawak,P.198 Puncak Borneo,5330,4243
2024-01-01,Sarawak,P.198 Puncak Borneo,5889,4797
2019-01-01,Sarawak,P.199 Serian,4558,3274
2022-01-01,Sarawak,P.199 Serian,4402,3367
2024-01-01,Sarawak,P.199 Serian,4562,3532
2019-01-01,Sarawak,P.200 Batang Sadong,4089,2935
2022-01-01,Sarawak,P.200 Batang Sadong,4204,3599
2024-01-01,Sarawak,P.200 Batang Sadong,5020,3789
2019-01-01,Sarawak,P.201 Batang Lupar,3316,2579
2022-01-01,Sarawak,P.201 Batang Lupar,3618,3146
2024-01-01,Sarawak,P.201 Batang Lupar,3860,3151
2019-01-01,Sarawak,P.202 Sri Aman,4496,3383
2022-01-01,Sarawak,P.202 Sri Aman,4839,3703
2024-01-01,Sarawak,P.202 Sri Aman,4629,3350
2019-01-01,Sarawak,P.203 Lubok Antu,3809,2820
2022-01-01,Sarawak,P.203 Lubok Antu,3908,3310
2024-01-01,Sarawak,P.203 Lubok Antu,4820,4169
2019-01-01,Sarawak,P.204 Betong,3996,2764
2022-01-01,Sarawak,P.204 Betong,4550,3720
2024-01-01,Sarawak,P.204 Betong,4574,4070
2019-01-01,Sarawak,P.205 Saratok,3829,3004
2022-01-01,Sarawak,P.205 Saratok,4358,3643
2024-01-01,Sarawak,P.205 Saratok,4571,3435
2019-01-01,Sarawak,P.206 Tanjong Manis,3803,2991
2022-01-01,Sarawak,P.206 Tanjong Manis,4192,3139
2024-01-01,Sarawak,P.206 Tanjong Manis,4719,4030
2019-01-01,Sarawak,P.207 Igan,3968,2980
2022-01-01,Sarawak,P.207 Igan,4481,3372
2024-01-01,Sarawak,P.207 Igan,4617,3873
2019-01-01,Sarawak,P.208 Sarikei,4725,3499
2022-01-01,Sarawak,P.208 Sarikei,5440,3617
2024-01-01,Sarawak,P.208 Sarikei,5621,4240
2019-01-01,Sarawak,P.209 Julau,3286,2625
2022-01-01,Sarawak,P.209 Julau,3648,3018
2024-01-01,Sarawak,P.209 Julau,4333,3513
2019-01-01,Sarawak,P.210 Kanowit,3480,2670
2022-01-01,Sarawak,P.210 Kanowit,3711,2648
2024-01-01,Sarawak,P.210 Kanowit,4549,3511
2019-01-01,Sarawak,P.211 Lanang,5658,4468
2022-01-01,Sarawak,P.211 Lanang,6285,4902
2024-01-01,Sarawak,P.211 Lanang,5851,5004
2019-01-01,Sarawak,P.212 Sibu,6592,5099
2022-01-01,Sarawak,P.212 Sibu,6870,5444
2024-01-01,Sarawak,P.212 Sibu,7558,6376
2019-01-01,Sarawak,P.213 Mukah,5210,3830
2022-01-01,Sarawak,P.213 Mukah,5753,4552
2024-01-01,Sarawak,P.213 Mukah,6063,5169
2019-01-01,Sarawak,P.214 Selangau,4303,3445
2022-01-01,Sarawak,P.214 Selangau,4864,4002
2024-01-01,Sarawak,P.214 Selangau,5321,4283
2019-01-01,Sarawak,P.215 Kapit,4028,2976
2022-01-01,Sarawak,P.215 Kapit,4063,3056
2024-01-01,Sarawak,P.215 Kapit,4246,3219
2019-01-01,Sarawak,P.216 Hulu Rajang,4320,3574
2022-01-01,Sarawak,P.216 Hulu Rajang,3924,3309
2024-01-01,Sarawak,P.216 Hulu Rajang,4803,4078
2019-01-01,Sarawak,P.217 Bintulu,7654,6368
2022-01-01,Sarawak,P.217 Bintulu,8882,7456
2024-01-01,Sarawak,P.217 Bintulu,9661,7468
2019-01-01,Sarawak,P.218 Sibuti,5834,4704
2022-01-01,Sarawak,P.218 Sibuti,6601,5247
2024-01-01,Sarawak,P.218 Sibuti,6743,5590
2019-01-01,Sarawak,P.219 Miri,7602,6176
2022-01-01,Sarawak,P.219 Miri,7968,6431
2024-01-01,Sarawak,P.219 Miri,8428,6947
2019-01-01,Sarawak,P.220 Baram,4394,3267
2022-01-01,Sarawak,P.220 Baram,5100,4234
2024-01-01,Sarawak,P.220 Baram,5070,4384
2019-01-01,Sarawak,P.221 Limbang,5989,4628
2022-01-01,Sarawak,P.221 Limbang,5148,4023
2024-01-01,Sarawak,P.221 Limbang,5202,4060
2019-01-01,Sarawak,P.222 Lawas,5222,4006
2022-01-01,Sarawak,P.222 Lawas,4476,3183
2024-01-01,Sarawak,P.222 Lawas,5050,3929
